NOTHING,250
TRIGGERS,5
NOTHING,100
TRIGGERS,5
NOTHING,100
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,1
NOTHING,5
A,5
NOTHING,20
A,5
NOTHING,20	
DOWN,5
NOTHING,20
DOWN,5
A,5
NOTHING,175
A,5 
NOTHING,20
DOWN,5
NOTHING,125
A,5
NOTHING,100
A,5
NOTHING,10
DOWN,20
NOTHING,30
RIGHT,250
NOTHING,30
LEFT,250
NOTHING,30
UP,30
